,unit_name,y2030,y2040,y2050,node,scenario,polygon,technology
39,CCGT+CC_ES,2.1128407633990616e-11,2.117159662794308e-11,13425.874102258642,electricity,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Gas Turbine
40,CCGT+CC_FR,3.756789540654757e-12,6.4286021828444275e-12,32704.036136713687,electricity,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Gas Turbine
41,CCGT+CC_PT,2.1489224137781988e-11,2.152469547429957e-11,2645.5714886301953,electricity,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Gas Turbine
42,CCGT-existing_ES,11244.465942434474,11244.465942434474,2.11402707814601e-10,electricity,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Gas Turbine
43,CCGT-existing_FR,6446.499999999999,6446.499999999999,1.1745783491211001e-09,electricity,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,Gas Turbine
44,CCGT-existing_PT,2212.098518238644,2212.098518238644,2.0376071828363541e-10,electricity,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,Gas Turbine
45,CEM2-(Afm)MEA_ES,4.769133141240589e-12,4.735043043702436e-12,2648.933105022515,cement,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,CEM2-(Afm)MEA
46,CEM2-(Afm)MEA_PT,3.774001007384939e-12,3.6371267525568674e-12,733.2632420088021,cement,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,CEM2-(Afm)MEA
47,CEM2-(BMW)Oxy-MEA_ES,2648.9331050228034,2648.9331050228025,8.409917633884951e-11,cement,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,CEM2-(BMW)Oxy-MEA
48,CEM2-(BMW)Oxy-MEA_FR,1808.1450913241936,1808.1450913241933,1808.1450913241201,cement,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,CEM2-(BMW)Oxy-MEA
49,CEM2-(BMW)Oxy-MEA_PT,733.2632420091022,733.2632420091016,1.0490917319575101e-10,cement,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,PT,CEM2-(BMW)Oxy-MEA
50,CH4-import-DZ_ES,14046.8,14046.8,14046.8,methane,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Gas Imports
51,CH4-import-MA_ES,18452.0,18452.0,18452.0,methane,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,Gas Imports
52,DAC_ES,3706.9431910481003,5421.254194975779,5421.25419497578,CO2,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,DAC
53,LH2-terminal_FR,570.8,570.8,570.8,hydrogen,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,FR,LH2-terminal
54,LNG-terminal_ES,79601.2,79601.2,79601.2,methane,wy2009__2030_wy2009__2040_wy2009__2050_wy2009__medium_bio__current__GA__GA_flex0__Base__Run_Model_Planning,ES,LNG Terminals
